transport_id,module,objects_changed,lines_changed,conflicts,history_failures,transport_stage,change_request_status,risk_level
TR07549,SD,5,118,0,2,Production,Pending,LOW
TR07550,FI,5,94,2,1,Development,Rejected,HIGH
TR07551,HR,6,37,2,0,Production,Approved,HIGH
TR07552,MM,4,20,2,0,Production,Rejected,HIGH
TR07553,MM,5,117,0,3,Production,Approved,HIGH
TR07554,SD,1,22,2,0,Quality,Rejected,HIGH
TR07555,HR,6,11,0,0,Production,Pending,LOW
TR07556,SD,6,26,0,3,Development,Pending,HIGH
TR07557,FI,3,26,2,1,Development,Rejected,HIGH
TR07558,HR,4,53,2,0,Quality,Pending,HIGH
TR07559,MM,1,118,2,3,Quality,Rejected,HIGH
TR07560,MM,3,27,2,3,Production,Pending,HIGH
TR07561,SD,3,88,0,3,Quality,Rejected,HIGH
TR07562,FI,5,26,1,3,Quality,Rejected,HIGH
TR07563,FI,4,37,2,0,Quality,Approved,HIGH
TR07564,SD,3,78,2,1,Quality,Approved,HIGH
TR07565,MM,3,25,0,2,Development,Approved,MEDIUM
TR07566,HR,1,101,1,2,Production,Pending,MEDIUM
TR07567,HR,3,67,1,2,Quality,Rejected,MEDIUM
TR07568,SD,5,28,0,3,Development,Rejected,HIGH
TR07569,MM,1,107,0,2,Quality,Rejected,MEDIUM
TR07570,HR,4,45,0,2,Development,Approved,MEDIUM
TR07571,SD,1,36,1,3,Quality,Approved,HIGH
TR07572,HR,3,98,1,3,Production,Rejected,HIGH
TR07573,HR,3,47,1,3,Development,Approved,HIGH
TR07574,MM,3,105,0,1,Quality,Approved,MEDIUM
TR07575,HR,2,88,2,3,Quality,Pending,HIGH
TR07576,MM,6,108,0,3,Quality,Rejected,LOW
TR07577,MM,2,58,1,3,Quality,Pending,HIGH
TR07578,FI,1,120,2,2,Development,Rejected,HIGH
TR07579,FI,6,108,0,1,Production,Approved,MEDIUM
TR07580,MM,6,45,0,1,Quality,Rejected,LOW
TR07581,MM,4,104,2,0,Quality,Approved,HIGH
TR07582,MM,1,37,0,0,Quality,Pending,LOW
TR07583,HR,6,56,0,2,Quality,Rejected,MEDIUM
TR07584,HR,6,92,2,3,Production,Rejected,HIGH
TR07585,SD,3,119,2,3,Production,Rejected,HIGH
TR07586,HR,6,84,1,0,Development,Pending,MEDIUM
TR07587,FI,4,87,1,3,Development,Rejected,HIGH
TR07588,FI,4,85,2,1,Development,Rejected,HIGH
TR07589,SD,1,12,2,1,Development,Pending,HIGH
TR07590,HR,4,76,1,2,Development,Approved,LOW
TR07591,HR,3,17,2,1,Development,Pending,HIGH
TR07592,SD,1,22,1,1,Development,Rejected,LOW
TR07593,HR,3,118,0,1,Development,Pending,MEDIUM
TR07594,SD,5,57,1,3,Development,Approved,HIGH
TR07595,HR,6,19,0,2,Production,Rejected,MEDIUM
TR07596,HR,1,48,1,1,Production,Pending,LOW
TR07597,HR,1,28,2,3,Quality,Pending,HIGH
TR07598,FI,6,119,0,2,Quality,Rejected,MEDIUM
TR07599,FI,3,102,0,0,Quality,Rejected,MEDIUM
TR07600,MM,6,48,2,2,Development,Approved,HIGH
TR07601,FI,1,76,1,0,Quality,Approved,MEDIUM
TR07602,FI,2,45,0,3,Development,Approved,HIGH
TR07603,SD,2,41,1,1,Development,Approved,LOW
TR07604,MM,3,18,1,3,Development,Rejected,HIGH
TR07605,HR,4,30,0,3,Quality,Rejected,HIGH
TR07606,SD,6,28,2,1,Development,Approved,HIGH
TR07607,HR,2,73,1,1,Development,Rejected,LOW
TR07608,FI,4,108,1,0,Production,Pending,MEDIUM
TR07609,HR,2,20,0,1,Quality,Rejected,HIGH
TR07610,SD,5,59,0,3,Production,Rejected,HIGH
TR07611,SD,1,88,1,3,Development,Pending,HIGH
TR07612,SD,4,16,1,2,Production,Rejected,MEDIUM
TR07613,HR,5,65,0,1,Quality,Rejected,LOW
TR07614,HR,4,22,2,3,Development,Approved,HIGH
TR07615,MM,6,93,2,0,Quality,Pending,HIGH
TR07616,HR,1,95,1,0,Development,Approved,MEDIUM
TR07617,HR,5,120,1,1,Production,Pending,MEDIUM
TR07618,MM,4,74,1,1,Development,Rejected,LOW
TR07619,MM,5,79,1,0,Quality,Pending,LOW
TR07620,SD,5,49,2,0,Production,Rejected,HIGH
TR07621,SD,5,93,2,3,Production,Pending,HIGH
TR07622,MM,6,32,0,1,Production,Rejected,LOW
TR07623,HR,5,119,1,3,Development,Rejected,HIGH
TR07624,HR,3,57,2,3,Production,Pending,HIGH
TR07625,SD,3,71,2,3,Quality,Approved,LOW
TR07626,SD,6,63,1,1,Development,Rejected,LOW
TR07627,MM,2,32,1,3,Quality,Approved,HIGH
TR07628,MM,2,63,1,2,Development,Rejected,MEDIUM
TR07629,FI,5,45,1,2,Production,Rejected,MEDIUM
TR07630,MM,1,46,2,1,Production,Pending,HIGH
TR07631,MM,6,42,1,3,Quality,Approved,HIGH
TR07632,MM,6,74,0,3,Development,Approved,MEDIUM
TR07633,SD,5,108,2,3,Quality,Approved,HIGH
TR07634,MM,5,87,1,3,Production,Approved,HIGH
TR07635,MM,5,108,0,1,Production,Approved,MEDIUM
TR07636,HR,4,80,2,1,Production,Rejected,HIGH
TR07637,MM,3,75,0,3,Development,Rejected,HIGH
TR07638,HR,5,23,1,2,Development,Rejected,MEDIUM
TR07639,SD,1,72,2,1,Quality,Rejected,HIGH
TR07640,MM,6,90,1,1,Development,Rejected,MEDIUM
TR07641,FI,4,76,1,3,Development,Rejected,HIGH
TR07642,MM,3,32,2,2,Development,Rejected,HIGH
TR07643,MM,6,29,1,3,Development,Rejected,HIGH
TR07644,FI,4,61,1,3,Production,Pending,HIGH
TR07645,HR,4,95,2,1,Production,Rejected,HIGH
TR07646,FI,5,15,1,3,Quality,Pending,HIGH
TR07647,MM,2,14,1,1,Production,Pending,LOW
TR07648,HR,2,42,0,3,Development,Approved,HIGH
TR07649,MM,2,45,2,3,Quality,Approved,HIGH
TR07650,FI,5,78,1,0,Production,Rejected,MEDIUM
TR07651,HR,1,37,0,2,Development,Pending,MEDIUM
TR07652,SD,4,33,1,3,Quality,Approved,HIGH
TR07653,SD,4,107,0,3,Production,Rejected,HIGH
TR07654,FI,1,69,0,2,Development,Rejected,MEDIUM
TR07655,SD,5,109,0,0,Production,Rejected,MEDIUM
TR07656,HR,4,97,2,1,Production,Pending,HIGH
TR07657,SD,6,12,1,0,Quality,Rejected,HIGH
TR07658,HR,6,38,1,3,Quality,Pending,HIGH
TR07659,SD,3,40,1,2,Production,Rejected,MEDIUM
TR07660,FI,4,73,2,3,Quality,Approved,HIGH
TR07661,MM,6,64,1,3,Production,Rejected,HIGH
TR07662,SD,2,40,0,0,Development,Pending,MEDIUM
TR07663,SD,6,17,1,3,Production,Pending,HIGH
TR07664,HR,6,82,0,0,Quality,Approved,MEDIUM
TR07665,MM,5,58,2,0,Development,Pending,HIGH
TR07666,FI,2,107,0,3,Quality,Approved,MEDIUM
TR07667,FI,3,56,2,2,Production,Approved,HIGH
TR07668,MM,2,120,1,2,Quality,Pending,MEDIUM
TR07669,SD,2,37,0,1,Development,Pending,LOW
TR07670,SD,3,108,0,1,Production,Rejected,MEDIUM
TR07671,FI,4,61,2,1,Development,Approved,HIGH
TR07672,FI,3,65,2,2,Production,Approved,HIGH
TR07673,SD,6,94,2,3,Production,Pending,HIGH
TR07674,FI,4,115,0,3,Development,Rejected,HIGH
TR07675,MM,5,119,1,2,Development,Rejected,MEDIUM
TR07676,FI,1,68,0,0,Production,Pending,MEDIUM
TR07677,MM,5,28,0,2,Quality,Approved,MEDIUM
TR07678,HR,2,74,2,1,Development,Rejected,HIGH
TR07679,SD,1,56,0,0,Production,Pending,MEDIUM
TR07680,FI,5,34,2,0,Production,Approved,HIGH
TR07681,HR,1,43,2,2,Production,Rejected,HIGH
TR07682,SD,3,88,2,0,Production,Pending,HIGH
TR07683,FI,5,40,2,3,Quality,Pending,HIGH
TR07684,MM,4,92,0,2,Quality,Rejected,MEDIUM
TR07685,HR,1,53,1,3,Development,Approved,HIGH
TR07686,FI,3,60,0,2,Quality,Rejected,MEDIUM
TR07687,FI,3,11,0,1,Production,Rejected,LOW
TR07688,SD,1,63,1,2,Quality,Pending,MEDIUM
TR07689,SD,1,54,2,0,Production,Pending,HIGH
TR07690,HR,4,52,1,1,Quality,Rejected,LOW
TR07691,MM,5,22,2,2,Quality,Pending,HIGH
TR07692,MM,5,117,2,0,Production,Approved,HIGH
TR07693,MM,1,98,2,3,Development,Rejected,HIGH
TR07694,MM,4,64,1,3,Development,Pending,HIGH
TR07695,MM,2,20,0,0,Production,Rejected,MEDIUM
TR07696,HR,6,27,0,3,Quality,Approved,HIGH
TR07697,FI,2,119,0,0,Production,Rejected,MEDIUM
TR07698,SD,3,30,0,3,Production,Approved,HIGH
TR07699,HR,2,112,0,1,Production,Pending,MEDIUM
TR07700,MM,3,63,1,3,Production,Pending,HIGH
TR07701,FI,6,94,1,0,Development,Approved,MEDIUM
TR07702,SD,6,106,0,0,Quality,Pending,MEDIUM
TR07703,FI,1,119,1,2,Development,Rejected,MEDIUM
TR07704,SD,4,79,0,0,Quality,Pending,LOW
TR07705,SD,5,102,0,2,Production,Rejected,MEDIUM
TR07706,FI,3,95,2,0,Quality,Pending,HIGH
TR07707,FI,5,94,2,2,Quality,Approved,HIGH
TR07708,FI,1,116,1,2,Quality,Approved,MEDIUM
TR07709,HR,4,78,2,2,Quality,Pending,HIGH
TR07710,MM,6,97,1,1,Quality,Pending,MEDIUM
TR07711,SD,5,89,1,0,Development,Rejected,MEDIUM
TR07712,SD,2,39,2,0,Quality,Approved,HIGH
TR07713,HR,3,75,1,0,Production,Rejected,LOW
TR07714,SD,4,30,2,1,Quality,Approved,HIGH
TR07715,FI,6,57,0,1,Development,Rejected,LOW
TR07716,MM,1,96,0,2,Quality,Approved,MEDIUM
TR07717,HR,1,30,1,2,Quality,Approved,MEDIUM
TR07718,HR,5,110,0,3,Development,Rejected,HIGH
TR07719,FI,4,107,1,0,Production,Rejected,MEDIUM
TR07720,HR,5,30,0,2,Production,Rejected,MEDIUM
TR07721,SD,6,35,0,1,Production,Rejected,LOW
TR07722,HR,3,11,2,3,Quality,Pending,HIGH
TR07723,HR,2,88,1,1,Production,Rejected,MEDIUM
TR07724,HR,3,62,1,3,Quality,Rejected,HIGH
TR07725,FI,4,25,2,1,Production,Pending,HIGH
TR07726,SD,1,21,2,0,Production,Pending,HIGH
TR07727,SD,1,84,2,1,Quality,Approved,HIGH
TR07728,MM,5,65,0,2,Production,Pending,MEDIUM
TR07729,FI,6,67,0,3,Quality,Rejected,HIGH
TR07730,SD,3,51,0,1,Quality,Rejected,LOW
TR07731,MM,1,22,1,3,Production,Approved,HIGH
TR07732,FI,4,97,1,0,Quality,Pending,MEDIUM
TR07733,HR,4,76,1,0,Production,Rejected,LOW
TR07734,SD,1,90,1,0,Development,Rejected,LOW
TR07735,SD,4,92,0,2,Quality,Approved,MEDIUM
TR07736,SD,1,45,2,2,Quality,Rejected,HIGH
TR07737,HR,2,59,2,0,Quality,Approved,HIGH
TR07738,HR,6,19,2,0,Production,Pending,HIGH
TR07739,FI,4,115,2,2,Production,Approved,HIGH
TR07740,MM,2,93,0,0,Quality,Approved,MEDIUM
TR07741,HR,3,42,1,0,Development,Approved,LOW
TR07742,HR,6,10,1,2,Production,Rejected,MEDIUM
TR07743,FI,5,20,2,3,Development,Approved,LOW
TR07744,HR,6,115,1,1,Production,Approved,MEDIUM
TR07745,HR,2,31,0,3,Development,Pending,HIGH
TR07746,SD,1,43,0,1,Production,Pending,LOW
TR07747,SD,5,16,1,3,Development,Pending,HIGH
TR07748,MM,2,63,2,2,Quality,Rejected,HIGH
TR07749,SD,2,82,1,1,Quality,Pending,MEDIUM
TR07750,SD,5,85,1,2,Development,Pending,MEDIUM
TR07751,FI,6,13,2,3,Development,Pending,HIGH
TR07752,FI,6,50,0,2,Production,Rejected,MEDIUM
TR07753,HR,3,21,0,0,Production,Approved,LOW
TR07754,HR,3,101,0,1,Production,Pending,MEDIUM
TR07755,MM,4,15,0,3,Development,Rejected,HIGH
TR07756,MM,2,34,2,2,Development,Pending,HIGH
TR07757,MM,5,92,2,2,Production,Pending,HIGH
TR07758,MM,2,51,0,3,Quality,Pending,HIGH
TR07759,SD,5,66,1,2,Quality,Pending,MEDIUM
TR07760,MM,5,118,2,2,Quality,Approved,HIGH
TR07761,HR,4,62,1,2,Quality,Approved,MEDIUM
TR07762,FI,1,31,0,0,Development,Approved,LOW
TR07763,HR,3,110,0,2,Development,Approved,MEDIUM
TR07764,MM,3,46,2,2,Quality,Pending,HIGH
TR07765,MM,5,64,2,1,Production,Rejected,HIGH
TR07766,MM,3,46,0,0,Production,Approved,LOW
TR07767,MM,3,32,0,2,Development,Pending,MEDIUM
TR07768,SD,4,63,0,3,Production,Rejected,HIGH
TR07769,MM,6,42,1,0,Quality,Pending,LOW
TR07770,HR,1,12,2,0,Production,Approved,LOW
TR07771,FI,2,32,0,1,Development,Rejected,LOW
TR07772,SD,1,32,0,3,Production,Rejected,HIGH
TR07773,MM,2,81,1,2,Development,Pending,MEDIUM
TR07774,MM,4,114,0,1,Quality,Rejected,MEDIUM
TR07775,MM,1,47,1,2,Development,Pending,MEDIUM
TR07776,FI,3,51,0,3,Quality,Rejected,HIGH
TR07777,HR,5,74,0,0,Production,Approved,LOW
TR07778,FI,2,32,1,2,Development,Approved,MEDIUM
TR07779,HR,2,53,1,2,Quality,Rejected,MEDIUM
TR07780,MM,2,101,1,1,Development,Approved,MEDIUM
TR07781,SD,4,20,2,3,Development,Approved,HIGH
TR07782,FI,3,47,1,2,Development,Pending,MEDIUM
TR07783,HR,4,91,0,3,Development,Approved,HIGH
TR07784,SD,4,46,0,1,Development,Rejected,LOW
TR07785,HR,5,87,0,2,Development,Pending,MEDIUM
TR07786,HR,4,82,1,1,Production,Rejected,MEDIUM
TR07787,FI,6,82,1,3,Quality,Pending,HIGH
TR07788,MM,6,20,2,0,Development,Approved,HIGH
TR07789,SD,3,24,1,2,Production,Pending,MEDIUM
TR07790,HR,2,52,0,1,Development,Pending,HIGH
TR07791,HR,4,65,2,3,Production,Pending,HIGH
TR07792,SD,2,18,0,3,Development,Approved,HIGH
TR07793,HR,3,120,0,2,Production,Rejected,MEDIUM
TR07794,HR,2,110,2,3,Production,Pending,HIGH
TR07795,SD,6,35,0,0,Quality,Pending,LOW
TR07796,FI,6,15,0,0,Production,Approved,LOW
TR07797,HR,1,81,2,2,Production,Pending,HIGH
TR07798,MM,3,76,1,1,Quality,Approved,LOW
TR07799,SD,5,45,1,1,Production,Approved,LOW
TR07800,HR,1,64,0,0,Production,Rejected,LOW
TR07801,FI,6,44,0,0,Quality,Approved,LOW
TR07802,SD,6,23,1,0,Quality,Approved,LOW
TR07803,FI,6,20,2,1,Production,Pending,HIGH
TR07804,SD,6,30,2,3,Development,Pending,HIGH
TR07805,MM,2,112,1,2,Quality,Approved,MEDIUM
TR07806,SD,6,38,2,1,Quality,Pending,HIGH
TR07807,HR,1,118,1,1,Quality,Approved,MEDIUM
TR07808,FI,4,46,2,2,Development,Pending,HIGH
TR07809,HR,5,93,1,1,Quality,Pending,MEDIUM
TR07810,MM,1,82,0,0,Development,Approved,MEDIUM
TR07811,HR,4,25,1,1,Production,Approved,LOW
TR07812,HR,1,30,0,3,Production,Rejected,MEDIUM
TR07813,MM,3,120,0,2,Production,Approved,MEDIUM
TR07814,MM,2,25,1,0,Development,Rejected,LOW
TR07815,MM,2,73,2,3,Development,Rejected,HIGH
TR07816,SD,6,40,1,3,Quality,Rejected,HIGH
TR07817,SD,2,69,0,3,Development,Approved,HIGH
TR07818,SD,2,40,0,0,Development,Approved,LOW
TR07819,MM,3,58,2,3,Quality,Pending,HIGH
TR07820,FI,2,40,0,0,Quality,Approved,LOW
TR07821,MM,5,47,2,2,Development,Approved,HIGH
TR07822,HR,2,21,1,2,Development,Approved,MEDIUM
TR07823,FI,2,92,2,2,Production,Rejected,HIGH
TR07824,FI,3,115,1,2,Development,Rejected,MEDIUM
TR07825,HR,1,36,1,2,Quality,Rejected,MEDIUM
TR07826,FI,6,48,1,1,Development,Rejected,LOW
TR07827,MM,2,27,1,1,Quality,Rejected,LOW
TR07828,MM,6,86,1,1,Production,Pending,MEDIUM
TR07829,HR,3,66,1,2,Production,Approved,MEDIUM
TR07830,MM,3,32,0,3,Development,Rejected,HIGH
TR07831,FI,4,46,0,1,Development,Rejected,LOW
TR07832,FI,3,45,0,1,Quality,Pending,LOW
TR07833,MM,1,67,1,0,Development,Pending,LOW
TR07834,HR,6,12,0,2,Production,Approved,MEDIUM
TR07835,FI,6,54,0,3,Production,Rejected,HIGH
TR07836,HR,3,31,1,1,Production,Approved,LOW
TR07837,HR,3,97,1,2,Development,Pending,MEDIUM
TR07838,HR,5,65,1,2,Quality,Pending,MEDIUM
TR07839,MM,4,86,2,3,Production,Approved,LOW
TR07840,MM,2,38,0,3,Production,Rejected,HIGH
TR07841,MM,1,116,1,0,Development,Rejected,MEDIUM
TR07842,HR,1,87,2,3,Development,Pending,HIGH
TR07843,SD,5,22,2,2,Development,Pending,HIGH
TR07844,SD,4,25,1,0,Development,Rejected,LOW
TR07845,SD,6,29,1,0,Quality,Rejected,LOW
TR07846,MM,5,68,2,2,Production,Pending,LOW
TR07847,FI,5,58,1,0,Production,Pending,LOW
TR07848,MM,2,103,1,3,Production,Rejected,HIGH
TR07849,SD,1,64,2,0,Development,Approved,HIGH
TR07850,MM,3,104,2,3,Production,Rejected,HIGH
TR07851,FI,1,33,0,1,Quality,Approved,HIGH
TR07852,MM,2,77,2,2,Production,Rejected,HIGH
TR07853,FI,6,97,0,1,Development,Pending,MEDIUM
TR07854,MM,1,111,0,1,Quality,Rejected,MEDIUM
TR07855,MM,2,83,2,2,Development,Approved,HIGH
TR07856,MM,6,107,2,3,Production,Pending,HIGH
TR07857,MM,5,115,2,3,Production,Approved,HIGH
TR07858,HR,4,66,2,1,Development,Pending,HIGH
TR07859,SD,2,26,2,3,Quality,Pending,HIGH
TR07860,SD,6,43,2,3,Quality,Pending,HIGH
TR07861,FI,4,29,0,3,Production,Approved,HIGH
TR07862,SD,5,88,2,0,Production,Rejected,HIGH
TR07863,MM,1,32,2,0,Development,Approved,LOW
TR07864,SD,2,92,0,0,Quality,Approved,MEDIUM
TR07865,FI,1,99,2,3,Production,Pending,HIGH
TR07866,MM,1,90,1,0,Quality,Pending,MEDIUM
TR07867,SD,1,46,1,1,Development,Pending,LOW
TR07868,MM,5,81,2,0,Development,Rejected,HIGH
TR07869,SD,1,111,1,0,Production,Pending,MEDIUM
TR07870,HR,2,44,0,2,Development,Rejected,MEDIUM
TR07871,MM,2,40,2,0,Development,Pending,HIGH
TR07872,SD,4,101,2,2,Development,Approved,HIGH
TR07873,HR,2,32,1,2,Production,Pending,MEDIUM
TR07874,SD,2,56,2,1,Production,Pending,HIGH
TR07875,HR,2,50,1,0,Development,Pending,LOW
TR07876,SD,6,65,1,2,Quality,Approved,MEDIUM
TR07877,MM,6,89,0,0,Development,Approved,MEDIUM
TR07878,FI,3,76,2,2,Production,Approved,HIGH
TR07879,SD,5,20,0,0,Development,Pending,LOW
TR07880,MM,2,108,2,2,Development,Pending,HIGH
TR07881,HR,5,30,2,0,Development,Pending,HIGH
TR07882,FI,2,98,0,2,Quality,Approved,MEDIUM
TR07883,HR,4,114,1,3,Development,Approved,HIGH
TR07884,HR,5,84,0,3,Production,Rejected,HIGH
TR07885,SD,4,75,2,3,Development,Rejected,HIGH
TR07886,MM,5,39,1,3,Production,Pending,HIGH
TR07887,SD,1,11,2,2,Quality,Approved,HIGH
TR07888,FI,2,76,0,0,Development,Approved,MEDIUM
TR07889,SD,5,32,1,0,Production,Pending,LOW
TR07890,FI,3,107,1,2,Quality,Rejected,MEDIUM
TR07891,SD,2,111,1,3,Development,Pending,HIGH
TR07892,FI,1,21,2,3,Quality,Rejected,HIGH
TR07893,MM,2,45,1,0,Development,Pending,LOW
TR07894,SD,1,95,0,1,Production,Approved,MEDIUM
TR07895,HR,4,119,1,0,Quality,Approved,MEDIUM
TR07896,FI,4,97,2,3,Production,Rejected,HIGH
TR07897,HR,3,111,2,1,Production,Approved,HIGH
TR07898,HR,2,77,1,0,Production,Approved,LOW
TR07899,HR,5,27,0,2,Quality,Pending,MEDIUM
TR07900,HR,2,118,1,3,Quality,Approved,HIGH
TR07901,MM,5,62,0,3,Development,Approved,HIGH
TR07902,FI,4,10,2,2,Production,Rejected,HIGH
TR07903,FI,4,104,2,1,Development,Approved,HIGH
TR07904,FI,1,66,0,3,Quality,Rejected,HIGH
TR07905,MM,4,27,0,2,Production,Rejected,MEDIUM
TR07906,SD,5,42,2,0,Quality,Pending,MEDIUM
TR07907,HR,1,115,0,3,Quality,Pending,HIGH
TR07908,HR,6,45,0,3,Quality,Pending,HIGH
TR07909,HR,1,52,1,0,Development,Approved,LOW
TR07910,HR,1,23,2,0,Production,Pending,HIGH
TR07911,MM,3,82,1,3,Production,Rejected,HIGH
TR07912,HR,2,56,2,2,Development,Pending,HIGH
TR07913,FI,3,13,2,1,Development,Pending,HIGH
TR07914,SD,5,16,2,3,Development,Rejected,HIGH
TR07915,MM,1,114,1,1,Quality,Approved,MEDIUM
TR07916,HR,5,57,0,1,Development,Rejected,LOW
TR07917,FI,6,40,0,1,Development,Rejected,LOW
TR07918,FI,2,72,1,2,Production,Pending,MEDIUM
TR07919,FI,1,48,0,2,Quality,Pending,MEDIUM
TR07920,MM,3,67,2,3,Development,Rejected,HIGH
TR07921,FI,5,51,2,0,Development,Rejected,HIGH
TR07922,FI,3,60,0,3,Production,Approved,HIGH
TR07923,FI,5,107,0,3,Quality,Rejected,HIGH
TR07924,MM,4,27,1,3,Development,Pending,HIGH
TR07925,HR,4,95,1,0,Quality,Rejected,MEDIUM
TR07926,MM,5,62,2,2,Production,Approved,HIGH
TR07927,FI,3,119,1,3,Production,Rejected,HIGH
TR07928,SD,1,98,0,2,Quality,Approved,MEDIUM
TR07929,HR,1,56,0,3,Quality,Pending,MEDIUM
TR07930,MM,3,47,2,0,Production,Rejected,HIGH
TR07931,HR,4,76,2,2,Development,Approved,HIGH
TR07932,FI,5,35,2,3,Development,Pending,HIGH
TR07933,FI,3,31,0,0,Development,Pending,LOW
TR07934,SD,2,80,2,1,Production,Rejected,HIGH
TR07935,FI,3,12,1,3,Development,Pending,HIGH
TR07936,HR,6,103,0,2,Quality,Approved,MEDIUM
TR07937,MM,4,39,0,0,Production,Rejected,LOW
TR07938,MM,3,50,1,2,Quality,Rejected,MEDIUM
TR07939,MM,2,116,0,0,Production,Pending,MEDIUM
TR07940,HR,5,63,0,3,Quality,Rejected,HIGH
TR07941,FI,4,82,0,0,Production,Rejected,MEDIUM
TR07942,SD,4,67,1,0,Quality,Approved,LOW
TR07943,SD,1,21,0,1,Production,Pending,LOW
TR07944,MM,3,71,2,3,Development,Approved,HIGH
TR07945,FI,2,77,0,2,Quality,Rejected,MEDIUM
TR07946,SD,3,12,0,0,Quality,Pending,LOW
TR07947,SD,4,118,1,1,Development,Pending,MEDIUM
TR07948,MM,4,57,1,1,Development,Approved,LOW
TR07949,HR,3,79,2,1,Production,Approved,HIGH
TR07950,FI,3,34,1,0,Development,Rejected,LOW
TR07951,HR,6,60,2,0,Production,Pending,HIGH
TR07952,MM,2,103,1,1,Development,Approved,MEDIUM
TR07953,HR,3,63,1,3,Production,Pending,HIGH
TR07954,HR,5,51,0,1,Quality,Approved,LOW
TR07955,SD,5,46,0,3,Production,Rejected,HIGH
TR07956,FI,4,66,1,3,Production,Pending,HIGH
TR07957,SD,5,53,2,3,Production,Pending,HIGH
TR07958,SD,3,21,2,1,Quality,Approved,HIGH
TR07959,MM,3,59,2,1,Production,Rejected,HIGH
TR07960,SD,1,61,1,1,Development,Rejected,LOW
TR07961,MM,3,23,0,3,Quality,Rejected,HIGH
TR07962,SD,6,18,1,2,Production,Pending,MEDIUM
TR07963,HR,3,66,1,1,Production,Pending,LOW
TR07964,FI,1,34,0,3,Development,Pending,HIGH
TR07965,HR,1,62,2,3,Quality,Rejected,HIGH
TR07966,SD,6,32,0,2,Production,Rejected,MEDIUM
TR07967,HR,5,47,1,1,Development,Approved,LOW
TR07968,SD,4,52,0,3,Quality,Approved,HIGH
TR07969,FI,2,18,1,0,Production,Approved,LOW
TR07970,MM,6,88,2,3,Production,Approved,HIGH
TR07971,HR,6,75,1,2,Development,Rejected,MEDIUM
TR07972,HR,1,110,0,3,Development,Rejected,HIGH
TR07973,MM,5,63,1,0,Development,Rejected,LOW
TR07974,MM,2,59,1,0,Production,Approved,LOW
TR07975,HR,3,52,0,2,Production,Pending,MEDIUM
TR07976,MM,3,24,1,1,Development,Approved,LOW
TR07977,MM,2,112,1,0,Development,Approved,MEDIUM
TR07978,FI,1,28,0,2,Production,Rejected,HIGH
TR07979,SD,4,97,1,2,Quality,Pending,MEDIUM
TR07980,MM,3,97,2,1,Development,Rejected,HIGH
TR07981,FI,2,26,2,0,Production,Rejected,HIGH
TR07982,HR,5,113,2,2,Production,Rejected,HIGH
TR07983,FI,5,44,1,3,Development,Approved,HIGH
TR07984,HR,3,75,1,2,Quality,Approved,MEDIUM
TR07985,MM,4,16,2,1,Quality,Pending,HIGH
TR07986,SD,3,82,2,0,Production,Approved,HIGH
TR07987,FI,5,48,1,1,Development,Pending,LOW
TR07988,HR,3,61,2,2,Production,Rejected,HIGH
TR07989,HR,2,44,1,2,Quality,Approved,MEDIUM
TR07990,SD,2,97,0,1,Quality,Pending,MEDIUM
TR07991,FI,5,76,0,0,Development,Approved,LOW
TR07992,SD,6,22,0,2,Development,Approved,MEDIUM
TR07993,SD,1,51,1,0,Production,Pending,LOW
TR07994,MM,2,72,0,0,Production,Pending,LOW
TR07995,SD,1,88,0,0,Development,Approved,MEDIUM
TR07996,HR,1,70,0,2,Quality,Rejected,MEDIUM
TR07997,MM,2,64,1,2,Production,Pending,MEDIUM
TR07998,MM,1,109,0,1,Development,Approved,MEDIUM
TR07999,SD,3,41,1,3,Quality,Approved,MEDIUM
TR08000,SD,5,32,0,3,Production,Pending,HIGH
TR08001,HR,5,29,0,2,Development,Approved,MEDIUM
TR08002,FI,2,55,1,1,Production,Rejected,LOW
TR08003,MM,1,71,2,0,Quality,Approved,HIGH
TR08004,SD,4,12,2,3,Quality,Approved,HIGH
TR08005,MM,3,42,2,2,Quality,Rejected,HIGH
TR08006,HR,3,93,2,3,Development,Approved,HIGH
TR08007,FI,3,113,2,3,Production,Pending,HIGH
TR08008,FI,2,48,0,3,Quality,Pending,HIGH
TR08009,HR,2,83,1,3,Production,Pending,HIGH
TR08010,MM,6,22,0,0,Development,Pending,LOW
TR08011,SD,5,101,1,1,Quality,Approved,MEDIUM
TR08012,HR,3,14,0,3,Production,Approved,HIGH
TR08013,HR,3,33,0,0,Development,Approved,LOW
TR08014,HR,2,119,2,0,Quality,Approved,HIGH
TR08015,HR,6,109,2,2,Production,Pending,HIGH
TR08016,SD,5,100,2,0,Production,Rejected,HIGH
TR08017,FI,5,115,1,2,Development,Rejected,MEDIUM
TR08018,MM,3,62,0,1,Production,Pending,LOW
TR08019,MM,1,19,0,3,Development,Rejected,LOW
TR08020,FI,5,27,0,1,Development,Pending,LOW
TR08021,MM,1,79,2,1,Production,Rejected,HIGH
TR08022,FI,5,83,2,0,Quality,Pending,HIGH
TR08023,HR,1,116,0,0,Quality,Pending,MEDIUM
TR08024,MM,3,113,1,2,Production,Rejected,MEDIUM
TR08025,FI,4,34,2,0,Quality,Pending,HIGH
TR08026,HR,5,77,2,2,Quality,Rejected,HIGH
TR08027,FI,2,69,0,0,Quality,Approved,MEDIUM
